area,city,description,external_id,extra_images_count,extra_is_approved,extra_is_shop,extra_published_on,extra_publisher_name,extra_state,extra_subcategory,image,price,source,title
Kélibia,Nabeul,✨ تخفيض 𝟐𝟎 مليون في سوم العقار 💸🫵 فرصة ما تتعاودش لناس اللي تحب تكسب برطمان طابق أرضي في قليبية 🥳🏡 📐 المساحة: 𝟏𝟏𝟎 متر مربع 🌊 يبعد كان 𝟔𝟎𝟎 متر على بحر الفتحة 📍 موقع ممتاز وقريب لكل المرافق ما تفوّتش الفرصة 🔥 📞 للاستفسار والزيارة المجانية اتصلوا بينا على: 𝟐𝟔𝟕𝟑𝟎𝟔𝟑𝟓 📲 𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩: 𝟐𝟔𝟕𝟑𝟎𝟔𝟑𝟓,698b4ed91a74f8e704a09fe4,7,False,True,2026-02-11T17:00:07.000Z,Immo Plus Kelibia,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/8c/8c0b5846-39cb-49c4-aba6-4143c96835ed,200000,tayara,تخفيض ب 20 مليون في سوم البرطمان في جنان المنصورة 
Kélibia,Nabeul,🔥🔥 فرصة ذهبية للبيع في قليبية 🔥🔥 ✨ دار عربي زمنية تعمل الكيف ✨ 📍 الموقع: قليبية – قريبة من جميع المرافق العامة 📐 المساحة الجملية: 250 متر مربع 🏠 تتكون من: 2 صالات كبار 3 غرف نوم كوجينة مجهزة بيت حمام تيراس كبير 📜 الوضعية القانونية: جميع الأوراق القانونية متوفرة في الوكالة ✔️ 💰 السعر: ✨ 170 مليون فقط – سوم فرصة ما يتفلتش ✨ 📞 للاستفسار والزيارة: 26730635 📲 WhatsApp: +216 26730635,696a590d2838b4e2024528c2,7,False,True,2026-02-11T16:59:47.000Z,Immo Plus Kelibia,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/fa/fa98b1d8-7bfa-47e4-b325-f597f6baee8e,170000,tayara,دار عربي قريبة لوسط البلاد للبيع 
Mahdia,Mahdia,A louer au centre de Mahdia studio S0 bien équipé avec internet Tel wattsapp :97648160,698cb3dddd758628862689d8,6,False,False,2026-02-11T16:52:45.000Z,taoufik ben abbes,2,60be84be50ab95b45b08a0a3,https://cdn.tayara.tn/cf/cfb6e76e-5eda-46c0-87d1-384cf9082a1d,40,tayara,S+0  studio bien équipé 
Chotrana 3,Ariana,La Soukra Chotrana 3 côté Restaurant ElFirma dans un lotissement: A vendre terrain clôturé R+2 Superficie : 826 m² Prix :1050 dt/m² Pour plus d'informations veuillez contacter l'Agence Tunital Immobilière : (00216)22704893 (whatsapp) / 71983000. Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir. Les visites sur Rdv svp,698cb3d61a74f8e704a143d8,11,False,True,2026-02-11T16:52:38.000Z,Tunital Immobiliére ,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/72/728530ef-2be4-48d9-a1db-f5828a7418e4,1050,tayara,La Soukra Chotrana 3 côté Restaurant El Firma dans un lotissement: A Vendre terrain clôturé R+2
Kélibia,Nabeul,"A vendre terrain en colline à Tamezrat avec une vue magnifique de mer et vue montagne situé à 6 Km de Kelibia et à 4 km de Hammam Ghzeez de superficie de 5 000 m² équipée d’une maison arabe S+2 composé de deux chambre, salon, cuisine et une salle d’eau. Terrain équipé d’un compteur STEG et SONEDE avec une belle vue de ville Kelibia et Hammam Ghzeez. Terrain avec titre foncier. Prix : 450 000 Dt Référence : VT977 TEL : 72 295 572 / 29 760 600 / 29 760 700 WhatsApp : (+216) 29 760 600 / 29 760 700",679badf46286c241457a2129,10,False,True,2026-02-11T16:52:18.000Z,Agence Aspis Immo,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/7d/7d45253c-fd5f-4d33-84df-0f81486372f7,450000,tayara,Terrain avec maison vue sur mer à Tamezrat
Route El Afrane,Sfax,a vendre un terrain de 1700 M2 route l'afrane km 10.5 sfax a 400 m de la route principale,698cb394dd758628862689bb,2,False,False,2026-02-11T16:51:32.000Z,ben Saïd riadh,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/90/9058b10f-a5d4-4370-aebc-b430c91fefad,100,tayara,terrain a vendre route l'afrane 
Kélibia,Nabeul,✨Villa Haut De Standing A Vendre ✨ 📍 Cité Merdes - Kélibia ✔️ superficie : 200 m2 ✔️ se compose : 3 chambres avec dressing + sallon spacieux + cuisine moderne bien équipeé + 2 salle de bain + 3 terasses ✔️ dans une quartier calme et chic ✔️ proche de toute commoditeés ✔️ Titre Bleu Individuel 📜 pour toute visite gratuite et plus d'infos contacter : ☎️21239954 WhatsApp : 📞+216 21239954,698cb352dd75862886268987,12,False,True,2026-02-11T16:50:26.000Z,Immo Plus Kelibia,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/d2/d23badc0-70ee-4e45-914e-b20d4881d67b,370000,tayara,Villa Haut De Standing A Vendre 
Le Bardo,Tunis,"L’Agence Immobilière La Méditerranée Bardo vous propose à la location un local commercial situé à Khaznadar. Ce local, d’une superficie de 70 m², bénéficie d’un emplacement stratégique à proximité de toutes les commodités. Il convient parfaitement pour toute activité commerciale.",698cb3481a74f8e704a1437e,4,False,True,2026-02-11T16:50:16.000Z,Agence la méditerranée Bardo,2,60be84be50ab95b45b08a0a0,https://cdn.tayara.tn/e2/e2f7d55a-4acd-4709-a22a-08f9bf69c88c,0,tayara,A louer local commercial à khaznadar
Gammarth,Tunis,Gammarth Village: A Vendre Terrain Clôturé Bon emplacement Superficie: 650m² Prix: 900 DT Pour plus d'informations veuillez contacter L'Agence Tunital Immobilière : 22704893/Whatsapp / 71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir Les Visites sont sur Rdv svp,698cb2fa1a74f8e704a14350,9,False,True,2026-02-11T16:48:58.000Z,Tunital Immobiliére ,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/bd/bdf41142-9b4f-4628-96b5-26223d2e5a5e,900,tayara,Gammarth Village: A Vendre Terrain Clôturé Bon emplacement
L Aouina,Tunis,"Bonne affaire a ne pas rater A vendre appartement a l'Aouina dans une résidence trés calme R+2 au 2éme étage se compose de : salon salle à manger avec balcon ,3 chambres à coucher,2 dressings ,salle de bain +salle d’eau , cuisine,séchoir ,chauffage central ,place parking au sou sol + célier. supérficie :124 m² titre bleu prix : 320 MD Pour plus d'informations veuillez contacter l'agence Tunital Immobilière (+216)22704893 (WhatsApp ) (+216) 71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir . Les visites sur rendez-vous svp",698cb22add758628862688b1,10,False,True,2026-02-11T16:45:30.000Z,Tunital Immobiliére ,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/f4/f47ea465-03c8-4671-addb-ff0a5dcd0f32,320000,tayara,Bonne affaire à ne pas rater: A Vendre Appartement a l'Aouina
Hammamet Nord,Nabeul,A vendre a Hammamet nord un appartement s+2 avec vue mer située au 3eme étage d'une résidence gardée avec place de parking au sous-sol num :53721106,698cb20e1a74f8e704a14297,10,False,True,2026-02-11T16:45:02.000Z,Pro-Immobilière,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/c8/c8b46991-3c1b-40d9-af8b-c6849e9bd4ba,600000,tayara,A vendre a Hammamet nord un appartement s+2
La Marsa,Tunis,"la Marsa résidence , coté résidence l' ambassadeur de France A louer appartement meublée haut standing au premier étage composée de : grand salon , salle à manger , 3 chambres à coucher , 2 salles de bain , salle d'eau , grand cuisine bien équipée avec séchoir , 4 climatiseurs splites , chauffage centrale Superficie couvert : 180 m² Prix : 2900 DT /MOIS Pour plus d'information veuillez contacter L’agence Tunital Immobilière (00216)22704893(WhatsApp ) 71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir. Les visites seront sur Rdv Svp",698cb134dd7586288626880a,12,False,True,2026-02-11T16:41:24.000Z,Tunital Immobiliére ,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/86/86731321-d363-4344-acbf-d256d534c986,2900,tayara,la Marsa résidence coté résidence l'ambassadeur de France
Bizerte,Bizerte,"Appartement 140 m² au 1er étage, situé à Cité Nakhla – Bizerte, proche de la route principale et station taxi. Immeuble calme de 2 appartements seulement. Ancien luxe, spacieux et lumineux. 💰 Prix : 230 000 DT 📌 Adresse idéale – à ne pas rater ☎️ 23 395 960",698cb0b41a74f8e704a141aa,10,False,False,2026-02-11T16:39:16.000Z,Anas,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/55/551cc9cd-0f51-4853-b3b9-7be38a4f4809,230000,tayara,🏡 Appartement à vendre – Bizerte
Raoued,Ariana,"Raoued vers Ariana lotissement tahmer: A vendre terrain fait l'angle dans une lotissement viabilisé, titre bleu individuel , autorisation de battir. Superficie : 284 m² Prix : 600 DT / M² Pour plus d'information veuillez contacter L’agence Tunital Immobilière (00216)22704893(WhatsApp ) 71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir. Les visites seront sur Rdv Svp",698cb02fdd75862886268764,8,False,True,2026-02-11T16:37:03.000Z,Tunital Immobiliére ,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/a9/a9af326f-1f77-450e-83a3-ec1c3e33c384,600,tayara,raoued vers ariana lotissement tahmer
Gammarth,Tunis,"Gammarth village cartier résidentielle : A vendre terrain viabilisé dans un lotissement approuvée, autorisation de battir, titre bleu individuel Superficie : 474 m² Prix : 1700 DT / M² Pour plus d'information veuillez contacter L’agence Tunital Immobilière (00216)22704893(WhatsApp ) 71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir. Les visites seront sur Rdv Svp",698caf671a74f8e704a140e9,5,False,True,2026-02-11T16:33:43.000Z,Tunital Immobiliére ,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/0c/0c7b0bb9-11a1-4899-9556-9211fb997d4f,1700,tayara,Gammarth village cartier résidentielle
Sousse Riadh,Sousse,"✅Terrain pour une Promotion immobilière (R+3) ouvre sur trois voix ✅Attestation de propriété individuel ✅Terrain d'une superficie 1000 m² ✅Autorisation de bâtir ✅il dispose d'une vocation (R+3) , il est possible de bâtir un rez-de-chaussée et trois niveaux. ⏰ Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628614614 Whatsapp / Botim. 🏠Nos Adresses : ✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : +21673216390 ✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: +21673275544. 📩 Email :newway.immo@gmail.com. NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",68f623e25709529b94aa45cd,1,False,True,2026-02-11T16:32:10.000Z,NEW WAY,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/6d/6d7e2cea-3c30-4858-8d17-61bac4229bf3,700000,tayara, Terrain 1000 m² destiné pour une promotion immobilière à Cité riadh 
Sousse Riadh,Sousse,"✅Attestation de propriété individuel ✅Proximité de toutes commodités ✅Possibilité de bâtir deux étages à cette maison . ✅Garage ✅Superficie 113 m² terrain ✅Superficie 95 couvert . ⏰ Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628614614 Whatsapp / Botim. 🏠Nos Adresses : ✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : +21673216390 ✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: +21673275544. 📩 Email :newway.immo@gmail.com. NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",68fb7ca9b756576ab407b536,9,False,True,2026-02-11T16:32:07.000Z,NEW WAY,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/d2/d27f0d4a-aecb-486c-8d77-d498828a94a4,187000,tayara,"Maison à Cité Riadh , Proche de toutes  Commodités  "
Sahloul,Sousse,"✅Deux Appartements indépendants et un studio ✅Idéal pour investissement ✅Rendement locatif ✅Attestation de propriété individuel ✅voisinage sélectif ✅Emplacement stratégique ✅l'état initial : Un duplex (s+4) indépendant ✅Première étage avec entrée indépendante dispose Appartement typologie (s+1) ✅Deuxième étage dispose Appartement typologie (s+2) ✅rez de chaussée dispose d'un studio ✅Superficie : 149 m². ⏰ Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628614614 Whatsapp / Botim. 🏠Nos Adresses : ✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: +21673275544. ✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : +21673216390. 📩 Email :newway.immo@gmail.com. NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",67acd0840b5f1b5530facfe9,10,False,True,2026-02-11T16:32:02.000Z,NEW WAY,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/14/14778736-043a-4c77-9f41-7e246de58a31,420000,tayara,"Propriété de trois biens à Sahloul, dans un emplacement Stratégique "
Sousse,Sousse,"✅Attestation de propriété individuel. ✅Ce terrain de 506 m² situé prés Mall Off Sousse ✅parfait pour un projet de dépôt ou un investissement. ✅ façade de 11 mètres, ✅offre de nombreuses possibilités d’aménagement. ✅Ne manquez pas cette opportunité rare d'investir dans une zone en forte croissance. ⏰ Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628614614 Whatsapp / Botim. 🏠Nos Adresses : ✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: +21673275544. ✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : +21673216390. 📩 Email :newway.immo@gmail.com. NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",693be6c28914daae519a207b,3,False,True,2026-02-11T16:31:59.000Z,NEW WAY,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/20/2067c99a-ee75-4c8c-931f-daf4f31893a9,60000,tayara,Terrain Prés Mall Off Sousse
Sousse Riadh,Sousse,"✅Attestation de Propriété individuel ✅Place de parking au sous sol ✅Emplacement stratégique ✅Idéal pour Habitation ou investissement grâce à sa rentabilité locatif et proche de tous les facultés ✅Appartement bénéficie d'un luminosité naturelle ✅Proche de toutes commodités ✅Chauffage centrale ✅cuisine équipé avec Plaque ,hotte et four ✅Ascenseur ✅Résidence gardée et sécurisée ✅Superficie : 103 m². ⏰ Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 📱 +21628614614 Whatsapp / Botim. 🏠Nos Adresses : ✅ Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : +21673216390 ✅ Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. ☎️ 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: +21673275544. 📩 Email :newway.immo@gmail.com. NEW WAY , NEWWAY , new way , newway , NewWay , real estate , realestate , new way sousse , agence immobiliere sousse , agence immobiliere , new way agence immobiliere sousse , agence immobilière , new way agence immobilière sousse .",690f30dc145e1617cb9fea14,11,False,True,2026-02-11T16:31:51.000Z,NEW WAY,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/51/51b58959-e808-44c4-8434-ef9de33b3458,249000,tayara,(S+2) à Cité Riadh 1 avec  Place de Parking                                    
Chatt mariem,Sousse,"L'agence #IMMOBILIÈRE #LA #PERLE #DU #SAHEL met en #VENTE un beau terrain sur deux façades A #CHATT #MARIEM , d’une superficie de 194 m2 bien orienté , Situé dans une zone résidentielle et à proximité de toute commodité , Vocation résidentiel R+2 , Prix légèrement discutable pour les sérieux , 💰💲 420 DT / Le m2 💰💲 🚩 Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73272196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🌐 Localisation De L’agence : maps.app.goo.gl/3oJqw6oHsTg3krMP8 📷 Instagram : instagram.com/immobilierelaperledusahel 🎵 TikTok : https://www.tiktok.com/@la.perle.du.sahel 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",68135154c5beda2b51d4d749,1,False,True,2026-02-11T16:30:04.000Z,La Perle Du Sahel,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/bf/bf512f79-fea9-435f-8e70-4ea874d86d90,420,tayara,UN BEAU TERRAIN DE 194 m2  SUR DEUX FACADES A CHATT MARIEM
Chatt mariem,Sousse,"L'agence #IMMOBILIÈRE #LA #PERLE #DU #SAHEL met en #VENTE Un très beau #REZ #DE #CHAUSSÈE S+2 A #CHATT #MARIEM 💎équipement : ✅Salon lumineux baigné de lumière avec sortie terrasse ✅Cuisine bien équipée ✅2 Chambres à coucher ✅Salle de bain ✅Superficie total 124 m2 ✴Les prestations de RDC : ✅ Place parking sous sol ✅Menuiserie en aluminium ✅Volets roulants électriques ✅Chauffage central ✅Climatiseurs ✅Situé à 300m de la plage dans un quartier chic, calme et sécurisé , et à proximité de toutes les commodités . Prix légèrement discutable pour les sérieux , 💰💲 290 000 DT 💰💲 ✅Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73272196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🌐 Localisation De L'agence : maps.app.goo.gl/3oJqw6oHsTg3krMP8 📷 Instagram : instagram.com/immobilierelaperledusahel 🎵 TikTok : https://www.tiktok.com/@la.perle.du.sahel 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",6943c9a48914daae519d575d,8,False,True,2026-02-11T16:29:48.000Z,La Perle Du Sahel,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/2b/2b1e9ab1-ed4f-42ae-89b9-13d58e0fea58,290000,tayara,REZ DE CHAUSSÈE S+2 AVEC PLACE PARKING A CHATT MARIEM
Hammam Sousse,Sousse,"L'agence #IMMOBILIÈRE #LA #PERLE #DU #SAHEL met 𝐄𝐍 #VENTE Un R+2 , Présenté comme suit : Rez de chaussé S+3 couvert 150 m2 + 2 Garages et grand jardin , Une première étage S+3 couvert 180 m2 , Un 2éme étage S+3 couvert 180 m2 , Couvert totale 590 m2 sur un Terrain de 750 m2 , Situé à HAMMEM SOUSSE prés de mosquée Hamza dans un endroit trés calme et chic et à proximité de toute les commodité , prix légèrement discutable pour les sérieux , 💰💲 1350 000 DT 💰💲 . ✅ Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73272196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🔶 maps.app.goo.gl/3oJqw6oHsTg3krMP8 🔶 instagram.com/immobilierelaperledusahel/ 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",678a799d7041684afec54345,10,False,True,2026-02-11T16:29:21.000Z,La Perle Du Sahel,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/d4/d4e0c971-c669-432e-9a7c-c03744d51dfc,1350000,tayara,REZ DE CHAUSSE + DEUX ETAGES A⛔ HAMMEM SOUSSE
La Marsa,Tunis,"LA MARSA ROUTE MALAGA CITE SEFIENE A vendre villa sur 2 niveaux séparée composée de : * rez de chaussée : salon, 4 chambres à coucher, salle de bain, salle d'eau, cuisine, garage 7 m/ 4 m, jardin, construction en pierre Superficie couvert : 120 m² * premier étage : grand salon, 3 chambres à coucher, salle de bain, salle d'eau, cuisine, garage 6 m/ 4 m Superficie couvert : 130 m² Superficie de terrain : 423 m² Titre bleu individuel Prix 1450000 MD Pour plus d'information veuillez contacter L’agence Tunital Immobilière (00216)22704893(WhatsApp )71983000 Nous serons là pour vous aider à faire le bon choix. Quel que soit votre budget nous ferons de notre mieux pour vous servir. Les visites seront sur Rdv Svp",698cae5e1a74f8e704a14042,12,False,True,2026-02-11T16:29:18.000Z,Tunital Immobiliére ,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/f1/f1eafb42-11d3-4709-9f2a-2f76e9ed0613,1450000,tayara,LA MARSA ROUTE MALAGA CITE SEFIENE
Sahloul,Sousse,"L'agence #IMMOBILIÈRE #LA #PERLE #DU #SAHEL Vous propose A #VENDRE #UN #TERRAINS à #SAHLOUL 5 , bien orienté et Jumelé d'une côté , Vocation R + 8 , d’une superficie de 635 m2 , Situé dans une zone stratégique à #SAHLOUL 5 , Titre bleu individuelle , Prix légèrement discutable pour les sérieux , 💰💲 1050 DT / Le m2 💰💲 🚩 Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73272196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🌐 Localisation De L’agence : maps.app.goo.gl/3oJqw6oHsTg3krMP8 📷 Instagram : instagram.com/immobilierelaperledusahel 🎵 TikTok : https://www.tiktok.com/@la.perle.du.sahel 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",6831f833cf58eeced244e285,1,False,True,2026-02-11T16:28:58.000Z,La Perle Du Sahel,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/53/53a96651-e44a-4514-9cbb-8e506340a835,1050,tayara,TERRAIN R+8 POUR PROMOTEURS A 📍 SAHLOUL 5
Khzema,Sousse,"🚩L'agence IMMOBILIÈRE LA PERLE DU SAHEL met en Location annuelle un trés chic APPARTEMENT S+2 bien meublé , Situer à khezama Est Sousse près de toutes les commodités, dans une petite résidence parfaitement sécurisée et gardée , Présenté comme suit : ❌ Un séjour baigné de lumière et donne sur un balcon ❌ Une cuisine bien équipée (plaque 4 feux, Hotte aspirante, four) ❌ Une salle de bain ❌ Une salle d'eau ❌ Deux chambres à coucher . ✴Les prestations de l’appartement : ✅ 3 Climatiseurs Split ✅ Chauffage centrale ✅Gaz de ville ✅Gardiennage ✅ Résidence gardée 24/24 7/7 🎥 Surveillée par des caméras . 💰💲 Prix De Location : 1500 DT /mois 💰💲 🚩 Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73 272 196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🌐 Localisation De L'agence : maps.app.goo.gl/3oJqw6oHsTg3krMP8 🎵 TikTok : https://www.tiktok.com/@la.perle.du.sahel 📷 Instagram : instagram.com/immobilierelaperledusahel 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",6958fa748914daae51a5a8ec,10,False,True,2026-02-11T16:28:44.000Z,La Perle Du Sahel,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/45/45aa5dda-7071-4a8f-828b-dcc9dd0d1afd,1500,tayara,TRÈS CHIC APP S+2 BIEN MEUBLÈ A🔥KHZAMA
Khzema,Sousse,"🚩IMMOBILIÈRE LA PERLE DU SAHEL met en LOCATION ANNUELLE un trés chic APPARTEMENT S+2 à KHZAMA Est Sousse près de toutes les commodités, dans une petite résidence parfaitement sécurisée et gardée , Présenté comme suit : ❌ Un séjour baigné de lumière et donne sur le jardin ❌ Une cuisine bien équipée (plaque 4 feux, Hotte aspirante, four) ❌ Une salle de bain ❌ Une salle d'eau ❌ Deux chambres à coucher . ✴Les prestations de l’appartement : ✅Jardin ✅️Place Parking Sous Sol ✅ 3 Climatiseurs Split ✅ Chauffage centrale ✅Gaz de ville ✅Gardiennage ✅ Résidence gardée 24/24 7/7 🎥 Surveillée par des caméras . 💰💲 Prix De Location : 1100 DT /mois 💰💲 🚩 Soyez les bienvenus à Notre AGENCE IMMOBILIÈRE LA PERLE DU SAHEL ou bien contacté : ☎️ Fix : 73 272 196 ☎️ 51 220 999 ☎️ Mr. HABIB : 98 276 504 / 24 276 505 / 56 506 409 🌐 Localisation De L’agence : maps.app.goo.gl/3oJqw6oHsTg3krMP8 🎵 TikTok : https://www.tiktok.com/@la.perle.du.sahel 📷 Instagram : instagram.com/immobilierelaperledusahel 📲 Page Facebook Professionnelle : https://www.facebook.com/immobilierelaperledusahel",69665111fec2bdf410866083,7,False,True,2026-02-11T16:28:26.000Z,La Perle Du Sahel,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/d5/d5b0c3da-deb1-4a01-9d43-1d6642d31fb0,1100,tayara,TRES CHIC APP S+2 AVEC PLACE PARKING A KHZAMA
