DATE_TRIM;ANNEE;TRIMESTRE;GOUVERNORAT;REGION_INS;CODE_GOV;PRIX_M2_MEDIAN;PRIX_M2_APPT;PRIX_M2_MAISON;PRIX_M2_TERRAIN;IPIM_NATIONAL;IPIM_REGIONAL;GAP_INTERPOLE;PRIX_M2_MEDIAN_LAG1;PRIX_M2_MEDIAN_LAG4;PRIX_M2_MEDIAN_VAR_QOQ;PRIX_M2_MEDIAN_VAR_YOY;IPIM_REGIONAL_LAG1;IPIM_REGIONAL_LAG4;IPIM_REGIONAL_VAR_QOQ;IPIM_REGIONAL_VAR_YOY;TAUX_DIRECTEUR_BCT;IPC_MATERIAUX_CONSTR;TAUX_INFLATION;POPULATION;LITTORAL;TOURISTIQUE;SOURCE_PRIX;BVMT_CLOTURE_MOY;BVMT_VOLUME_TOT;BVMT_CAPITAUX_TOT;BVMT_NB_SEANCES
2024-04-01;2024;2;Gafsa;Sfax/Centre-Est/Sud;72;551.0;595.0;479.0;342.0;287.3;206.86;0;538.0;504.0;0.0242;0.0933;201.96;184.8;0.0243;0.1194;7.5;8.1;7.0;335071;0;0;marche_estime;;;;
2024-07-01;2024;3;Gafsa;Sfax/Centre-Est/Sud;72;554.0;598.0;482.0;343.0;293.1;211.03;0;551.0;521.0;0.0054;0.0633;206.86;190.52;0.0202;0.1077;7.5;8.1;7.0;335071;0;0;marche_estime;;;;
2024-10-01;2024;4;Gafsa;Sfax/Centre-Est/Sud;72;550.0;594.0;478.0;341.0;299.8;215.86;0;554.0;531.0;-0.0072;0.0358;211.03;196.24;0.0229;0.1;7.5;8.1;7.0;335071;0;0;marche_estime;;;;
2025-01-01;2025;1;Gafsa;Sfax/Centre-Est/Sud;72;572.0;618.0;498.0;355.0;308.2;221.9;0;550.0;538.0;0.04;0.0632;215.86;201.96;0.028;0.0987;7.0;6.5;5.8;335071;0;0;marche_estime;;;;
2025-04-01;2025;2;Gafsa;Sfax/Centre-Est/Sud;72;581.0;627.0;505.0;360.0;315.0;226.8;0;572.0;551.0;0.0157;0.0544;221.9;206.86;0.0221;0.0964;7.0;6.5;5.8;335071;0;0;marche_estime;;;;
2025-07-01;2025;3;Gafsa;Sfax/Centre-Est/Sud;72;;;;;243.33333333333331;226.8;0;581.0;554.0;;;226.8;211.03;0.0;0.0747;;;;335071;0;0;;;;;
2025-10-01;2025;4;Gafsa;Sfax/Centre-Est/Sud;72;;;;;171.66666666666666;226.8;0;;550.0;;;226.8;215.86;0.0;0.0507;;;;335071;0;0;;;;;
2015-01-01;2015;1;Jendouba;Zaghouan/Bizerte/NO;32;403.0;435.0;351.0;250.0;100.0;52.0;0;;;;;;;;;4.25;3.2;4.9;401994;0;0;marche_estime;;;;
2015-04-01;2015;2;Jendouba;Zaghouan/Bizerte/NO;32;403.0;435.0;351.0;250.0;103.2;53.66;0;403.0;;0.0;;52.0;;0.0319;;4.25;3.2;4.9;401994;0;0;marche_estime;;;;
2015-07-01;2015;3;Jendouba;Zaghouan/Bizerte/NO;32;399.0;431.0;347.0;247.0;105.1;54.65;0;403.0;;-0.0099;;53.66;;0.0184;;4.25;3.2;4.9;401994;0;0;marche_estime;;;;
2015-10-01;2015;4;Jendouba;Zaghouan/Bizerte/NO;32;409.0;442.0;356.0;254.0;107.8;56.06;0;399.0;;0.0251;;54.65;;0.0258;;4.25;3.2;4.9;401994;0;0;marche_estime;;;;
2016-01-01;2016;1;Jendouba;Zaghouan/Bizerte/NO;32;426.0;460.0;371.0;264.0;109.4;56.89;0;409.0;403.0;0.0416;0.0571;56.06;52.0;0.0148;0.094;4.25;3.8;3.7;401994;0;0;marche_estime;;;;
2016-04-01;2016;2;Jendouba;Zaghouan/Bizerte/NO;32;427.0;461.0;371.0;265.0;112.6;58.55;0;426.0;403.0;0.0023;0.0596;56.89;53.66;0.0292;0.0911;4.25;3.8;3.7;401994;0;0;marche_estime;;;;
2016-07-01;2016;3;Jendouba;Zaghouan/Bizerte/NO;32;434.0;469.0;378.0;269.0;114.3;59.44;0;427.0;399.0;0.0164;0.0877;58.55;54.65;0.0152;0.0876;4.25;3.8;3.7;401994;0;0;marche_estime;;;;
2016-10-01;2016;4;Jendouba;Zaghouan/Bizerte/NO;32;448.0;484.0;390.0;278.0;116.9;60.79;0;434.0;409.0;0.0323;0.0954;59.44;56.06;0.0227;0.0844;4.25;3.8;3.7;401994;0;0;marche_estime;;;;
2017-01-01;2017;1;Jendouba;Zaghouan/Bizerte/NO;32;448.0;484.0;390.0;278.0;118.7;61.72;0;448.0;426.0;0.0;0.0516;60.79;56.89;0.0153;0.0849;5.0;5.1;5.3;401994;0;0;marche_estime;;;;
2017-04-01;2017;2;Jendouba;Zaghouan/Bizerte/NO;32;454.0;490.0;395.0;281.0;121.5;63.18;0;448.0;427.0;0.0134;0.0632;61.72;58.55;0.0237;0.0791;5.0;5.1;5.3;401994;0;0;marche_estime;;;;
2017-07-01;2017;3;Jendouba;Zaghouan/Bizerte/NO;32;457.0;494.0;398.0;283.0;124.1;64.53;0;454.0;434.0;0.0066;0.053;63.18;59.44;0.0214;0.0856;5.0;5.1;5.3;401994;0;0;marche_estime;;;;
2017-10-01;2017;4;Jendouba;Zaghouan/Bizerte/NO;32;449.0;485.0;391.0;278.0;127.3;66.2;0;457.0;448.0;-0.0175;0.0022;64.53;60.79;0.0259;0.089;5.0;5.1;5.3;401994;0;0;marche_estime;;;;
2018-01-01;2018;1;Jendouba;Zaghouan/Bizerte/NO;32;464.0;501.0;404.0;288.0;130.2;67.7;0;449.0;448.0;0.0334;0.0357;66.2;61.72;0.0227;0.0969;6.75;7.2;7.3;401994;0;0;marche_estime;;;;
2018-04-01;2018;2;Jendouba;Zaghouan/Bizerte/NO;32;475.0;513.0;413.0;294.0;138.7;72.12;0;464.0;454.0;0.0237;0.0463;67.7;63.18;0.0653;0.1415;6.75;7.2;7.3;401994;0;0;marche_estime;;;;
2018-07-01;2018;3;Jendouba;Zaghouan/Bizerte/NO;32;480.0;518.0;418.0;298.0;141.9;73.79;0;475.0;457.0;0.0105;0.0503;72.12;64.53;0.0232;0.1435;6.75;7.2;7.3;401994;0;0;marche_estime;;;;
2018-10-01;2018;4;Jendouba;Zaghouan/Bizerte/NO;32;484.0;523.0;421.0;300.0;145.6;75.71;0;480.0;449.0;0.0083;0.078;73.79;66.2;0.026;0.1437;6.75;7.2;7.3;401994;0;0;marche_estime;;;;
2019-01-01;2019;1;Jendouba;Zaghouan/Bizerte/NO;32;488.0;527.0;425.0;303.0;148.4;77.17;0;484.0;464.0;0.0083;0.0517;75.71;67.7;0.0193;0.1399;7.75;6.4;6.7;401994;0;0;marche_estime;;;;
2019-04-01;2019;2;Jendouba;Zaghouan/Bizerte/NO;32;495.0;535.0;431.0;307.0;156.4;81.33;0;488.0;475.0;0.0143;0.0421;77.17;72.12;0.0539;0.1277;7.75;6.4;6.7;401994;0;0;marche_estime;;;;
2019-07-01;2019;3;Jendouba;Zaghouan/Bizerte/NO;32;511.0;552.0;445.0;317.0;159.8;83.1;0;495.0;480.0;0.0323;0.0646;81.33;73.79;0.0218;0.1262;7.75;6.4;6.7;401994;0;0;marche_estime;;;;
2019-10-01;2019;4;Jendouba;Zaghouan/Bizerte/NO;32;519.0;561.0;452.0;322.0;162.1;84.29;0;511.0;484.0;0.0157;0.0723;83.1;75.71;0.0143;0.1133;7.75;6.4;6.7;401994;0;0;marche_estime;;;;
2020-01-01;2020;1;Jendouba;Zaghouan/Bizerte/NO;32;519.0;561.0;452.0;322.0;164.7;85.64;0;519.0;488.0;0.0;0.0635;84.29;77.17;0.016;0.1098;6.25;5.8;5.6;401994;0;0;marche_estime;;;;
2020-04-01;2020;2;Jendouba;Zaghouan/Bizerte/NO;32;529.0;571.0;460.0;328.0;166.7;86.68;0;519.0;495.0;0.0193;0.0687;85.64;81.33;0.0121;0.0658;6.25;5.8;5.6;401994;0;0;marche_estime;;;;
2020-07-01;2020;3;Jendouba;Zaghouan/Bizerte/NO;32;520.0;562.0;452.0;322.0;176.7;91.88;0;529.0;511.0;-0.017;0.0176;86.68;83.1;0.06;0.1057;6.25;5.8;5.6;401994;0;0;marche_estime;;;;
2020-10-01;2020;4;Jendouba;Zaghouan/Bizerte/NO;32;541.0;584.0;471.0;335.0;183.9;95.63;0;520.0;519.0;0.0404;0.0424;91.88;84.29;0.0408;0.1345;6.25;5.8;5.6;401994;0;0;marche_estime;;;;
2021-01-01;2021;1;Jendouba;Zaghouan/Bizerte/NO;32;556.0;600.0;484.0;345.0;196.8;102.34;0;541.0;519.0;0.0277;0.0713;95.63;85.64;0.0702;0.195;6.25;9.1;6.0;401994;0;0;marche_estime;;;;
2021-04-01;2021;2;Jendouba;Zaghouan/Bizerte/NO;32;563.0;608.0;490.0;349.0;209.8;109.1;0;556.0;529.0;0.0126;0.0643;102.34;86.68;0.0661;0.2587;6.25;9.1;6.0;401994;0;0;marche_estime;;;;
2021-07-01;2021;3;Jendouba;Zaghouan/Bizerte/NO;32;561.0;606.0;488.0;348.0;202.1;105.09;0;563.0;520.0;-0.0036;0.0788;109.1;91.88;-0.0368;0.1438;6.25;9.1;6.0;401994;0;0;marche_estime;;;;
2021-10-01;2021;4;Jendouba;Zaghouan/Bizerte/NO;32;563.0;608.0;490.0;349.0;209.0;108.68;0;561.0;541.0;0.0036;0.0407;105.09;95.63;0.0342;0.1365;6.25;9.1;6.0;401994;0;0;marche_estime;;;;
2022-01-01;2022;1;Jendouba;Zaghouan/Bizerte/NO;32;576.0;622.0;501.0;357.0;216.94444444444446;112.81111111111112;1;563.0;556.0;0.0231;0.036;108.68;102.34;0.038;0.1023;7.25;14.3;8.3;401994;0;0;marche_estime;;;;
2022-04-01;2022;2;Jendouba;Zaghouan/Bizerte/NO;32;594.0;642.0;517.0;368.0;224.88888888888889;116.94222222222223;1;576.0;563.0;0.0312;0.0551;112.81111111111112;109.1;0.0366;0.0719;7.25;14.3;8.3;401994;0;0;marche_estime;;;;
2022-07-01;2022;3;Jendouba;Zaghouan/Bizerte/NO;32;594.0;642.0;517.0;368.0;232.83333333333334;121.07333333333334;1;594.0;561.0;0.0;0.0588;116.94222222222223;105.09;0.0353;0.1521;7.25;14.3;8.3;401994;0;0;marche_estime;;;;
2022-10-01;2022;4;Jendouba;Zaghouan/Bizerte/NO;32;587.0;634.0;511.0;364.0;240.77777777777777;125.20444444444445;1;594.0;563.0;-0.0118;0.0426;121.07333333333334;108.68;0.0341;0.152;7.25;14.3;8.3;401994;0;0;marche_estime;;;;
2023-01-01;2023;1;Jendouba;Zaghouan/Bizerte/NO;32;606.0;654.0;527.0;376.0;248.72222222222223;129.33555555555557;1;587.0;576.0;0.0324;0.0521;125.20444444444445;112.81111111111112;0.033;0.1465;8.0;11.2;9.3;401994;0;0;marche_estime;;;;
2023-04-01;2023;2;Jendouba;Zaghouan/Bizerte/NO;32;623.0;673.0;542.0;386.0;256.6666666666667;133.46666666666667;1;606.0;594.0;0.0281;0.0488;129.33555555555557;116.94222222222223;0.0319;0.1413;8.0;11.2;9.3;401994;0;0;marche_estime;;;;
2023-07-01;2023;3;Jendouba;Zaghouan/Bizerte/NO;32;625.0;675.0;544.0;388.0;264.6111111111111;137.5977777777778;1;623.0;594.0;0.0032;0.0522;133.46666666666667;121.07333333333334;0.031;0.1365;8.0;11.2;9.3;401994;0;0;marche_estime;;;;
2023-10-01;2023;4;Jendouba;Zaghouan/Bizerte/NO;32;634.0;685.0;552.0;393.0;272.55555555555554;141.7288888888889;1;625.0;587.0;0.0144;0.0801;137.5977777777778;125.20444444444445;0.03;0.132;8.0;11.2;9.3;401994;0;0;marche_estime;;;;
2024-01-01;2024;1;Jendouba;Zaghouan/Bizerte/NO;32;634.0;685.0;552.0;393.0;280.5;145.86;0;634.0;606.0;0.0;0.0462;141.7288888888889;129.33555555555557;0.0291;0.1278;7.5;8.1;7.0;401994;0;0;marche_estime;;;;
2024-04-01;2024;2;Jendouba;Zaghouan/Bizerte/NO;32;637.0;688.0;554.0;395.0;287.3;149.4;0;634.0;623.0;0.0047;0.0225;145.86;133.46666666666667;0.0243;0.1194;7.5;8.1;7.0;401994;0;0;marche_estime;;;;
2024-07-01;2024;3;Jendouba;Zaghouan/Bizerte/NO;32;660.0;713.0;574.0;409.0;293.1;152.41;0;637.0;625.0;0.0361;0.056;149.4;137.5977777777778;0.0201;0.1076;7.5;8.1;7.0;401994;0;0;marche_estime;;;;
2024-10-01;2024;4;Jendouba;Zaghouan/Bizerte/NO;32;672.0;726.0;585.0;417.0;299.8;155.9;0;660.0;634.0;0.0182;0.0599;152.41;141.7288888888889;0.0229;0.1;7.5;8.1;7.0;401994;0;0;marche_estime;;;;
2025-01-01;2025;1;Jendouba;Zaghouan/Bizerte/NO;32;673.0;727.0;586.0;417.0;308.2;160.26;0;672.0;634.0;0.0015;0.0615;155.9;145.86;0.028;0.0987;7.0;6.5;5.8;401994;0;0;marche_estime;;;;
2025-04-01;2025;2;Jendouba;Zaghouan/Bizerte/NO;32;676.0;730.0;588.0;419.0;315.0;163.8;0;673.0;637.0;0.0045;0.0612;160.26;149.4;0.0221;0.0964;7.0;6.5;5.8;401994;0;0;marche_estime;;;;
2025-07-01;2025;3;Jendouba;Zaghouan/Bizerte/NO;32;;;;;243.33333333333331;163.8;0;676.0;660.0;;;163.8;152.41;0.0;0.0747;;;;401994;0;0;;;;;
2025-10-01;2025;4;Jendouba;Zaghouan/Bizerte/NO;32;;;;;171.66666666666666;163.8;0;;672.0;;;163.8;155.9;0.0;0.0507;;;;401994;0;0;;;;;
2015-01-01;2015;1;Kairouan;Sfax/Centre-Est/Sud;42;500.0;540.0;435.0;310.0;100.0;72.0;0;;;;;;;;;4.25;3.2;4.9;576736;0;0;marche_estime;;;;
2015-04-01;2015;2;Kairouan;Sfax/Centre-Est/Sud;42;505.0;545.0;439.0;313.0;103.2;74.3;0;500.0;;0.01;;72.0;;0.0319;;4.25;3.2;4.9;576736;0;0;marche_estime;;;;
2015-07-01;2015;3;Kairouan;Sfax/Centre-Est/Sud;42;518.0;559.0;451.0;321.0;105.1;75.67;0;505.0;;0.0257;;74.3;;0.0184;;4.25;3.2;4.9;576736;0;0;marche_estime;;;;
2015-10-01;2015;4;Kairouan;Sfax/Centre-Est/Sud;42;522.0;564.0;454.0;324.0;107.8;77.62;0;518.0;;0.0077;;75.67;;0.0258;;4.25;3.2;4.9;576736;0;0;marche_estime;;;;
2016-01-01;2016;1;Kairouan;Sfax/Centre-Est/Sud;42;528.0;570.0;459.0;327.0;109.4;78.77;0;522.0;500.0;0.0115;0.056;77.62;72.0;0.0148;0.094;4.25;3.8;3.7;576736;0;0;marche_estime;;;;
2016-04-01;2016;2;Kairouan;Sfax/Centre-Est/Sud;42;550.0;594.0;478.0;341.0;112.6;81.07;0;528.0;505.0;0.0417;0.0891;78.77;74.3;0.0292;0.0911;4.25;3.8;3.7;576736;0;0;marche_estime;;;;
2016-07-01;2016;3;Kairouan;Sfax/Centre-Est/Sud;42;553.0;597.0;481.0;343.0;114.3;82.3;0;550.0;518.0;0.0055;0.0676;81.07;75.67;0.0152;0.0876;4.25;3.8;3.7;576736;0;0;marche_estime;;;;
2016-10-01;2016;4;Kairouan;Sfax/Centre-Est/Sud;42;562.0;607.0;489.0;348.0;116.9;84.17;0;553.0;522.0;0.0163;0.0766;82.3;77.62;0.0227;0.0844;4.25;3.8;3.7;576736;0;0;marche_estime;;;;
2017-01-01;2017;1;Kairouan;Sfax/Centre-Est/Sud;42;570.0;616.0;496.0;353.0;118.7;85.46;0;562.0;528.0;0.0142;0.0795;84.17;78.77;0.0153;0.0849;5.0;5.1;5.3;576736;0;0;marche_estime;;;;
2017-04-01;2017;2;Kairouan;Sfax/Centre-Est/Sud;42;570.0;616.0;496.0;353.0;121.5;87.48;0;570.0;550.0;0.0;0.0364;85.46;81.07;0.0236;0.0791;5.0;5.1;5.3;576736;0;0;marche_estime;;;;
2017-07-01;2017;3;Kairouan;Sfax/Centre-Est/Sud;42;582.0;629.0;506.0;361.0;124.1;89.35;0;570.0;553.0;0.0211;0.0524;87.48;82.3;0.0214;0.0857;5.0;5.1;5.3;576736;0;0;marche_estime;;;;
2017-10-01;2017;4;Kairouan;Sfax/Centre-Est/Sud;42;586.0;633.0;510.0;363.0;127.3;91.66;0;582.0;562.0;0.0069;0.0427;89.35;84.17;0.0259;0.089;5.0;5.1;5.3;576736;0;0;marche_estime;;;;
2018-01-01;2018;1;Kairouan;Sfax/Centre-Est/Sud;42;594.0;642.0;517.0;368.0;130.2;93.74;0;586.0;570.0;0.0137;0.0421;91.66;85.46;0.0227;0.0969;6.75;7.2;7.3;576736;0;0;marche_estime;;;;
2018-04-01;2018;2;Kairouan;Sfax/Centre-Est/Sud;42;610.0;659.0;531.0;378.0;138.7;99.86;0;594.0;570.0;0.0269;0.0702;93.74;87.48;0.0653;0.1415;6.75;7.2;7.3;576736;0;0;marche_estime;;;;
2018-07-01;2018;3;Kairouan;Sfax/Centre-Est/Sud;42;618.0;667.0;538.0;383.0;141.9;102.17;0;610.0;582.0;0.0131;0.0619;99.86;89.35;0.0231;0.1435;6.75;7.2;7.3;576736;0;0;marche_estime;;;;
2018-10-01;2018;4;Kairouan;Sfax/Centre-Est/Sud;42;644.0;696.0;560.0;399.0;145.6;104.83;0;618.0;586.0;0.0421;0.099;102.17;91.66;0.026;0.1437;6.75;7.2;7.3;576736;0;0;marche_estime;;;;
2019-01-01;2019;1;Kairouan;Sfax/Centre-Est/Sud;42;640.0;691.0;557.0;397.0;148.4;106.85;0;644.0;594.0;-0.0062;0.0774;104.83;93.74;0.0193;0.1399;7.75;6.4;6.7;576736;0;0;marche_estime;;;;
2019-04-01;2019;2;Kairouan;Sfax/Centre-Est/Sud;42;658.0;711.0;572.0;408.0;156.4;112.61;0;640.0;610.0;0.0281;0.0787;106.85;99.86;0.0539;0.1277;7.75;6.4;6.7;576736;0;0;marche_estime;;;;
2019-07-01;2019;3;Kairouan;Sfax/Centre-Est/Sud;42;656.0;708.0;571.0;407.0;159.8;115.06;0;658.0;618.0;-0.003;0.0615;112.61;102.17;0.0218;0.1262;7.75;6.4;6.7;576736;0;0;marche_estime;;;;
2019-10-01;2019;4;Kairouan;Sfax/Centre-Est/Sud;42;665.0;718.0;579.0;412.0;162.1;116.71;0;656.0;644.0;0.0137;0.0326;115.06;104.83;0.0143;0.1133;7.75;6.4;6.7;576736;0;0;marche_estime;;;;
2020-01-01;2020;1;Kairouan;Sfax/Centre-Est/Sud;42;688.0;743.0;599.0;427.0;164.7;118.58;0;665.0;640.0;0.0346;0.075;116.71;106.85;0.016;0.1098;6.25;5.8;5.6;576736;0;0;marche_estime;;;;
2020-04-01;2020;2;Kairouan;Sfax/Centre-Est/Sud;42;695.0;751.0;605.0;431.0;166.7;120.02;0;688.0;658.0;0.0102;0.0562;118.58;112.61;0.0121;0.0658;6.25;5.8;5.6;576736;0;0;marche_estime;;;;
2020-07-01;2020;3;Kairouan;Sfax/Centre-Est/Sud;42;688.0;743.0;599.0;427.0;176.7;127.22;0;695.0;656.0;-0.0101;0.0488;120.02;115.06;0.06;0.1057;6.25;5.8;5.6;576736;0;0;marche_estime;;;;
2020-10-01;2020;4;Kairouan;Sfax/Centre-Est/Sud;42;715.0;772.0;622.0;443.0;183.9;132.41;0;688.0;665.0;0.0392;0.0752;127.22;116.71;0.0408;0.1345;6.25;5.8;5.6;576736;0;0;marche_estime;;;;
2021-01-01;2021;1;Kairouan;Sfax/Centre-Est/Sud;42;725.0;783.0;631.0;450.0;196.8;141.7;0;715.0;688.0;0.014;0.0538;132.41;118.58;0.0702;0.195;6.25;9.1;6.0;576736;0;0;marche_estime;;;;
2021-04-01;2021;2;Kairouan;Sfax/Centre-Est/Sud;42;740.0;799.0;644.0;459.0;209.8;151.06;0;725.0;695.0;0.0207;0.0647;141.7;120.02;0.0661;0.2586;6.25;9.1;6.0;576736;0;0;marche_estime;;;;
2021-07-01;2021;3;Kairouan;Sfax/Centre-Est/Sud;42;742.0;801.0;646.0;460.0;202.1;145.51;0;740.0;688.0;0.0027;0.0785;151.06;127.22;-0.0367;0.1438;6.25;9.1;6.0;576736;0;0;marche_estime;;;;
2021-10-01;2021;4;Kairouan;Sfax/Centre-Est/Sud;42;756.0;816.0;658.0;469.0;209.0;150.48;0;742.0;715.0;0.0189;0.0573;145.51;132.41;0.0342;0.1365;6.25;9.1;6.0;576736;0;0;marche_estime;;;;
2022-01-01;2022;1;Kairouan;Sfax/Centre-Est/Sud;42;787.0;850.0;685.0;488.0;216.94444444444446;156.2;1;756.0;725.0;0.041;0.0855;150.48;141.7;0.038;0.1023;7.25;14.3;8.3;576736;0;0;marche_estime;;;;
2022-04-01;2022;2;Kairouan;Sfax/Centre-Est/Sud;42;794.0;858.0;691.0;492.0;224.88888888888889;161.92;1;787.0;740.0;0.0089;0.073;156.2;151.06;0.0366;0.0719;7.25;14.3;8.3;576736;0;0;marche_estime;;;;
2022-07-01;2022;3;Kairouan;Sfax/Centre-Est/Sud;42;788.0;851.0;686.0;489.0;232.83333333333334;167.64;1;794.0;742.0;-0.0076;0.062;161.92;145.51;0.0353;0.1521;7.25;14.3;8.3;576736;0;0;marche_estime;;;;
2022-10-01;2022;4;Kairouan;Sfax/Centre-Est/Sud;42;809.0;874.0;704.0;502.0;240.77777777777777;173.36;1;788.0;756.0;0.0266;0.0701;167.64;150.48;0.0341;0.152;7.25;14.3;8.3;576736;0;0;marche_estime;;;;
2023-01-01;2023;1;Kairouan;Sfax/Centre-Est/Sud;42;827.0;893.0;719.0;513.0;248.72222222222223;179.08;1;809.0;787.0;0.0222;0.0508;173.36;156.2;0.033;0.1465;8.0;11.2;9.3;576736;0;0;marche_estime;;;;
2023-04-01;2023;2;Kairouan;Sfax/Centre-Est/Sud;42;830.0;896.0;722.0;515.0;256.6666666666667;184.8;1;827.0;794.0;0.0036;0.0453;179.08;161.92;0.0319;0.1413;8.0;11.2;9.3;576736;0;0;marche_estime;;;;
2023-07-01;2023;3;Kairouan;Sfax/Centre-Est/Sud;42;867.0;936.0;754.0;538.0;264.6111111111111;190.52;1;830.0;788.0;0.0446;0.1003;184.8;167.64;0.031;0.1365;8.0;11.2;9.3;576736;0;0;marche_estime;;;;
2023-10-01;2023;4;Kairouan;Sfax/Centre-Est/Sud;42;851.0;919.0;740.0;528.0;272.55555555555554;196.24;1;867.0;809.0;-0.0185;0.0519;190.52;173.36;0.03;0.132;8.0;11.2;9.3;576736;0;0;marche_estime;;;;
2024-01-01;2024;1;Kairouan;Sfax/Centre-Est/Sud;42;869.0;939.0;756.0;539.0;280.5;201.96;0;851.0;827.0;0.0212;0.0508;196.24;179.08;0.0291;0.1278;7.5;8.1;7.0;576736;0;0;marche_estime;;;;
2024-04-01;2024;2;Kairouan;Sfax/Centre-Est/Sud;42;897.0;969.0;780.0;556.0;287.3;206.86;0;869.0;830.0;0.0322;0.0807;201.96;184.8;0.0243;0.1194;7.5;8.1;7.0;576736;0;0;marche_estime;;;;
2024-07-01;2024;3;Kairouan;Sfax/Centre-Est/Sud;42;923.0;997.0;803.0;572.0;293.1;211.03;0;897.0;867.0;0.029;0.0646;206.86;190.52;0.0202;0.1077;7.5;8.1;7.0;576736;0;0;marche_estime;;;;
2024-10-01;2024;4;Kairouan;Sfax/Centre-Est/Sud;42;919.0;993.0;800.0;570.0;299.8;215.86;0;923.0;851.0;-0.0043;0.0799;211.03;196.24;0.0229;0.1;7.5;8.1;7.0;576736;0;0;marche_estime;;;;
2025-01-01;2025;1;Kairouan;Sfax/Centre-Est/Sud;42;911.0;984.0;793.0;565.0;308.2;221.9;0;919.0;869.0;-0.0087;0.0483;215.86;201.96;0.028;0.0987;7.0;6.5;5.8;576736;0;0;marche_estime;;;;
2025-04-01;2025;2;Kairouan;Sfax/Centre-Est/Sud;42;934.0;1009.0;813.0;579.0;315.0;226.8;0;911.0;897.0;0.0252;0.0412;221.9;206.86;0.0221;0.0964;7.0;6.5;5.8;576736;0;0;marche_estime;;;;
2025-07-01;2025;3;Kairouan;Sfax/Centre-Est/Sud;42;;;;;243.33333333333331;226.8;0;934.0;923.0;;;226.8;211.03;0.0;0.0747;;;;576736;0;0;;;;;
2025-10-01;2025;4;Kairouan;Sfax/Centre-Est/Sud;42;;;;;171.66666666666666;226.8;0;;919.0;;;226.8;215.86;0.0;0.0507;;;;576736;0;0;;;;;
2015-01-01;2015;1;Kasserine;Sfax/Centre-Est/Sud;43;339.0;366.0;295.0;210.0;100.0;72.0;0;;;;;;;;;4.25;3.2;4.9;439243;0;0;marche_estime;;;;
2015-04-01;2015;2;Kasserine;Sfax/Centre-Est/Sud;43;352.0;380.0;306.0;218.0;103.2;74.3;0;339.0;;0.0383;;72.0;;0.0319;;4.25;3.2;4.9;439243;0;0;marche_estime;;;;
2015-07-01;2015;3;Kasserine;Sfax/Centre-Est/Sud;43;354.0;382.0;308.0;219.0;105.1;75.67;0;352.0;;0.0057;;74.3;;0.0184;;4.25;3.2;4.9;439243;0;0;marche_estime;;;;
2015-10-01;2015;4;Kasserine;Sfax/Centre-Est/Sud;43;355.0;383.0;309.0;220.0;107.8;77.62;0;354.0;;0.0028;;75.67;;0.0258;;4.25;3.2;4.9;439243;0;0;marche_estime;;;;
2016-01-01;2016;1;Kasserine;Sfax/Centre-Est/Sud;43;367.0;396.0;319.0;228.0;109.4;78.77;0;355.0;339.0;0.0338;0.0826;77.62;72.0;0.0148;0.094;4.25;3.8;3.7;439243;0;0;marche_estime;;;;
2016-04-01;2016;2;Kasserine;Sfax/Centre-Est/Sud;43;371.0;401.0;323.0;230.0;112.6;81.07;0;367.0;352.0;0.0109;0.054;78.77;74.3;0.0292;0.0911;4.25;3.8;3.7;439243;0;0;marche_estime;;;;
2016-07-01;2016;3;Kasserine;Sfax/Centre-Est/Sud;43;377.0;407.0;328.0;234.0;114.3;82.3;0;371.0;354.0;0.0162;0.065;81.07;75.67;0.0152;0.0876;4.25;3.8;3.7;439243;0;0;marche_estime;;;;
2016-10-01;2016;4;Kasserine;Sfax/Centre-Est/Sud;43;381.0;411.0;331.0;236.0;116.9;84.17;0;377.0;355.0;0.0106;0.0732;82.3;77.62;0.0227;0.0844;4.25;3.8;3.7;439243;0;0;marche_estime;;;;
2017-01-01;2017;1;Kasserine;Sfax/Centre-Est/Sud;43;396.0;428.0;345.0;246.0;118.7;85.46;0;381.0;367.0;0.0394;0.079;84.17;78.77;0.0153;0.0849;5.0;5.1;5.3;439243;0;0;marche_estime;;;;
2017-04-01;2017;2;Kasserine;Sfax/Centre-Est/Sud;43;400.0;432.0;348.0;248.0;121.5;87.48;0;396.0;371.0;0.0101;0.0782;85.46;81.07;0.0236;0.0791;5.0;5.1;5.3;439243;0;0;marche_estime;;;;
2017-07-01;2017;3;Kasserine;Sfax/Centre-Est/Sud;43;400.0;432.0;348.0;248.0;124.1;89.35;0;400.0;377.0;0.0;0.061;87.48;82.3;0.0214;0.0857;5.0;5.1;5.3;439243;0;0;marche_estime;;;;
2017-10-01;2017;4;Kasserine;Sfax/Centre-Est/Sud;43;418.0;451.0;364.0;259.0;127.3;91.66;0;400.0;381.0;0.045;0.0971;89.35;84.17;0.0259;0.089;5.0;5.1;5.3;439243;0;0;marche_estime;;;;
2018-01-01;2018;1;Kasserine;Sfax/Centre-Est/Sud;43;417.0;450.0;363.0;259.0;130.2;93.74;0;418.0;396.0;-0.0024;0.053;91.66;85.46;0.0227;0.0969;6.75;7.2;7.3;439243;0;0;marche_estime;;;;
2018-04-01;2018;2;Kasserine;Sfax/Centre-Est/Sud;43;429.0;463.0;373.0;266.0;138.7;99.86;0;417.0;400.0;0.0288;0.0725;93.74;87.48;0.0653;0.1415;6.75;7.2;7.3;439243;0;0;marche_estime;;;;
